timestamp,Robin_education_Derick,Robin_education_Julius,Robin_education_Lizbeth,Robin_education_Jasper,Robin_education_Terrance,Robin_education_Takako,Robin_education_Kristopher,Robin_education_Billi,Robin_office_Addie,Robin_office_Maryann,Robin_office_Serena,Robin_office_Antonina,Robin_lodging_Dorthy,Robin_lodging_Elmer,Robin_lodging_Oliva,Robin_lodging_Celia,Robin_lodging_Renea,Robin_lodging_Janie
2016-02-17 02:00:00,471.0,306.4,100.0,142.6,251.5,139.5,114.2,34.7,15.9,236.5,34.1,369.1,20.4,86.2,46.3,41.0,75.7,180.388
2016-02-17 03:00:00,467.0,305.8,100.6,141.6,248.4,137.2,114.3,34.6,14.9,238.7,34.0,369.1,18.3,77.3,40.4,38.0,74.3,194.125
2016-02-17 04:00:00,470.0,312.6,99.4,141.5,249.3,141.3,114.3,34.8,15.4,237.0,33.9,367.8,17.3,73.0,41.3,33.9,70.6,189.575
2016-02-17 05:00:00,480.0,312.6,102.4,141.4,247.0,140.9,114.0,35.2,16.0,246.4,36.9,375.1,17.2,70.1,39.2,32.8,64.8,177.4
2016-02-17 06:00:00,453.5,355.4,107.2,142.3,248.7,144.9,113.2,43.4,14.7,256.9,45.0,391.8,17.3,78.4,41.6,31.5,60.0,172.96200000000005
2016-02-17 07:00:00,495.5,397.4,100.4,147.6,260.4,152.8,115.4,53.8,15.2,263.3,45.8,430.7,20.9,111.5,44.1,32.9,104.4,168.75
2016-02-17 08:00:00,516.0,448.8,101.0,170.1,284.8,156.2,125.5,54.9,16.4,285.9,54.1,452.7,25.3,132.6,47.5,38.1,112.3,190.1
2016-02-17 09:00:00,590.5,512.8,108.8,191.2,322.2,165.9,134.8,71.2,18.1,301.7,71.6,488.3,29.0,130.8,64.1,50.8,119.3,198.538
2016-02-17 10:00:00,643.5,566.0,111.6,206.1,324.2,180.9,147.5,80.1,20.6,322.6,81.7,520.7,27.6,121.7,65.5,57.9,131.0,208.525
2016-02-17 11:00:00,660.5,594.0,116.0,212.1,331.5,193.5,158.0,74.1,21.0,342.0,82.4,542.7,34.0,114.6,64.4,59.7,99.6,203.8
2016-02-17 12:00:00,675.0,600.0,119.2,210.3,361.8,197.0,148.1,74.9,19.9,359.3,82.7,545.0,37.6,118.9,64.3,68.6,101.3,200.275
2016-02-17 13:00:00,676.5,587.4,124.2,204.6,359.5,192.1,169.0,78.9,20.7,345.4,84.1,551.5,37.5,121.3,61.6,72.0,107.4,200.85
2016-02-17 14:00:00,665.0,576.2,133.4,202.7,357.0,191.1,155.3,82.3,21.0,336.7,83.8,548.7,37.2,124.4,62.7,67.0,108.1,217.05
2016-02-17 15:00:00,673.0,570.2,120.8,195.1,354.8,199.6,151.4,77.9,21.3,330.1,80.8,547.6,31.9,131.0,68.1,62.0,107.6,212.462
2016-02-17 16:00:00,657.0,556.8,119.6,187.2,365.2,188.4,155.4,75.7,22.9,336.3,79.5,522.7,32.8,144.8,70.3,62.3,129.1,216.338
2016-02-17 17:00:00,618.5,521.8,118.4,175.7,342.7,175.5,158.9,72.4,24.7,317.1,76.5,500.0,33.1,162.8,70.8,61.4,136.4,215.475
2016-02-17 18:00:00,589.5,497.0,117.0,163.5,323.2,163.0,140.1,62.1,21.9,290.4,62.9,472.1,43.4,92.2,74.2,79.1,151.3,230.1
2016-02-17 19:00:00,535.0,445.2,110.6,155.1,307.3,153.3,133.6,50.1,20.7,271.0,49.9,434.3,46.0,168.8,81.9,84.5,136.0,231.362
2016-02-17 20:00:00,564.0,393.0,109.0,149.4,291.0,143.9,126.9,47.5,16.8,263.0,43.1,413.6,40.8,145.5,78.9,80.2,101.8,240.075
2016-02-17 21:00:00,550.0,351.4,108.0,148.8,280.0,140.9,121.6,40.6,14.8,247.9,39.8,390.9,43.3,136.3,82.7,70.8,95.0,225.325
2016-02-17 22:00:00,521.5,341.4,106.0,147.0,275.6,139.3,85.2,39.6,15.1,238.0,38.0,383.4,42.9,130.5,82.7,62.8,91.9,233.625
2016-02-17 23:00:00,505.0,328.0,100.0,145.5,262.3,135.0,66.7,41.6,14.6,230.5,36.8,367.5,35.8,124.1,74.2,59.8,93.6,236.513
2016-02-18 00:00:00,480.5,311.8,105.2,144.2,238.5,138.5,77.2,36.7,14.8,232.1,34.0,359.7,32.6,115.5,74.8,54.0,93.8,227.462
2016-02-18 01:00:00,452.5,321.6,101.8,144.4,213.4,136.6,61.3,38.6,15.3,224.5,33.1,354.0,27.9,97.6,55.5,48.6,85.5,224.275
2016-02-18 02:00:00,485.0,318.0,99.2,143.6,209.7,137.9,60.9,34.9,14.6,224.5,32.7,361.7,20.7,91.7,51.8,41.1,77.2,193.525
2016-02-18 03:00:00,478.5,323.8,100.2,144.5,211.2,137.0,65.8,34.8,14.9,228.1,33.0,353.7,17.9,81.1,38.2,37.3,70.5,195.863
2016-02-18 04:00:00,478.5,318.8,100.2,143.4,211.7,138.2,65.0,35.1,14.9,233.6,33.1,355.7,16.3,75.5,38.9,33.7,62.0,186.187
2016-02-18 05:00:00,485.5,323.2,102.4,142.9,206.8,139.8,65.2,35.1,14.5,237.1,35.6,358.7,16.2,71.4,37.4,33.0,60.5,176.563
2016-02-18 06:00:00,482.5,361.4,105.8,144.1,205.9,148.2,65.0,42.5,14.4,255.0,42.4,387.8,16.0,84.2,39.0,31.5,70.9,168.075
2016-02-18 07:00:00,494.5,407.0,99.8,149.9,220.0,152.6,67.1,49.7,14.2,262.2,47.1,410.8,18.4,109.3,39.2,34.0,109.7,198.975
2016-02-18 08:00:00,539.0,465.0,101.2,170.2,252.1,161.7,76.7,51.8,15.2,274.9,52.9,434.6,24.0,131.9,49.7,43.1,108.5,213.075
2016-02-18 09:00:00,595.0,525.2,104.0,188.6,291.6,173.9,88.5,58.6,17.7,289.4,70.1,473.7,30.0,129.6,60.5,48.7,126.2,231.25
2016-02-18 10:00:00,649.5,616.8,107.8,198.1,289.5,183.1,96.3,68.6,20.2,316.3,76.6,512.1,32.7,121.7,63.3,53.9,121.5,206.112
2016-02-18 11:00:00,669.0,609.8,112.6,210.3,312.1,192.4,104.9,72.4,22.0,330.4,79.2,548.1,30.1,117.4,74.7,54.5,96.9,193.125
2016-02-18 12:00:00,671.5,596.4,113.6,204.9,320.4,194.9,115.4,70.9,26.4,340.1,81.2,558.8,30.0,124.0,73.0,60.8,99.2,206.4
2016-02-18 13:00:00,665.5,589.0,112.2,196.1,305.9,190.4,104.5,73.8,25.5,339.7,84.5,554.7,43.7,119.9,73.9,69.2,102.7,199.788
2016-02-18 14:00:00,671.5,572.2,116.0,191.6,305.8,192.3,113.2,73.4,26.3,344.4,84.3,554.4,34.1,115.4,74.1,63.1,101.4,206.412
2016-02-18 15:00:00,668.0,567.2,115.4,191.3,310.4,194.0,104.8,73.2,27.8,339.1,84.4,548.1,29.4,108.3,76.3,59.9,104.6,187.85
2016-02-18 16:00:00,665.0,559.8,115.6,180.6,299.9,190.5,117.9,72.2,27.6,334.9,84.1,542.1,26.5,126.8,79.0,59.0,121.9,197.125
2016-02-18 17:00:00,631.5,535.2,114.4,178.8,292.1,181.3,135.5,70.5,26.4,316.2,78.8,504.0,31.4,141.6,80.0,61.3,128.2,222.425
2016-02-18 18:00:00,568.5,481.8,117.4,170.7,276.7,167.6,134.3,61.1,23.0,294.2,60.8,470.0,41.9,163.6,87.3,70.0,145.5,228.25
2016-02-18 19:00:00,568.5,423.6,114.0,161.4,263.8,153.5,123.0,51.1,20.3,278.5,47.4,450.4,50.9,163.4,95.3,80.9,136.1,254.75
2016-02-18 20:00:00,564.0,369.4,111.8,152.5,246.8,148.5,116.8,40.9,16.5,262.4,40.6,421.0,44.9,145.5,96.0,66.8,101.1,246.788
2016-02-18 21:00:00,559.0,331.4,112.2,149.2,287.7,150.1,101.9,33.3,15.2,243.4,38.4,403.7,41.3,143.0,90.1,64.0,98.7,232.4
2016-02-18 22:00:00,500.5,313.4,111.6,148.2,261.5,144.3,91.9,30.6,15.3,236.3,37.7,387.0,39.1,131.8,82.0,63.7,96.2,226.537
2016-02-18 23:00:00,493.0,301.6,103.2,145.7,254.7,136.0,90.7,33.5,15.0,233.8,36.6,368.2,34.2,125.9,87.7,59.9,94.6,227.638
2016-02-19 00:00:00,481.0,284.8,110.4,142.6,256.4,135.3,106.1,33.5,14.9,219.4,31.8,356.8,31.5,113.2,87.8,55.5,90.3,206.576
2016-02-19 01:00:00,472.0,302.0,101.2,143.1,262.1,137.7,104.6,33.8,15.8,226.7,35.8,356.6,27.4,99.2,79.7,47.1,88.5,224.3
2016-02-19 02:00:00,447.5,312.2,101.2,143.5,241.4,138.6,104.4,30.5,15.4,226.6,35.9,355.2,20.7,85.1,69.6,41.8,80.9,216.687
2016-02-19 03:00:00,478.0,310.8,97.4,143.3,243.5,138.6,105.5,30.2,15.7,227.8,35.9,354.0,17.1,76.5,67.9,38.2,73.6,201.288
2016-02-19 04:00:00,479.5,317.6,98.4,142.4,254.4,138.2,103.7,30.5,16.2,232.2,35.7,350.9,15.0,72.5,65.1,35.4,65.2,187.012
2016-02-19 05:00:00,482.5,318.0,92.4,143.7,247.3,139.9,102.4,30.8,15.5,241.6,38.1,358.3,14.5,69.2,58.6,35.5,69.0,174.65
2016-02-19 06:00:00,482.5,346.6,89.8,144.4,250.8,145.9,102.5,38.1,15.4,252.3,47.7,384.8,15.3,75.9,55.6,35.3,70.5,186.65
2016-02-19 07:00:00,502.0,393.2,84.2,147.9,266.7,151.1,104.5,43.3,14.9,269.9,51.1,413.2,18.8,107.9,58.8,34.7,108.3,197.713
2016-02-19 08:00:00,533.5,445.6,95.2,168.8,300.5,156.8,112.6,44.8,16.3,283.5,53.0,441.5,21.9,129.1,65.9,37.6,115.9,204.3
2016-02-19 09:00:00,593.5,507.2,101.6,186.5,319.1,166.4,117.5,59.3,18.3,302.7,69.5,478.0,30.0,131.4,76.8,45.4,125.0,218.325
2016-02-19 10:00:00,632.5,562.6,106.4,198.3,338.8,177.0,135.8,66.4,20.2,310.7,77.8,505.0,30.0,120.1,78.1,56.0,136.1,215.362
2016-02-19 11:00:00,646.5,584.8,111.2,204.5,348.4,189.4,137.8,74.7,21.3,322.8,81.8,554.1,33.3,112.6,84.1,56.6,101.1,191.9
2016-02-19 12:00:00,660.5,585.4,112.8,201.1,349.8,194.2,150.8,59.1,20.5,332.0,81.5,560.8,40.4,116.7,77.5,66.1,93.4,185.625
2016-02-19 13:00:00,655.5,587.8,114.0,199.4,348.1,189.9,164.2,58.3,19.6,327.2,83.3,554.6,37.9,124.8,78.5,70.7,103.3,184.125
2016-02-19 14:00:00,644.0,552.8,113.6,189.6,347.3,188.1,152.2,64.2,18.7,325.7,81.9,554.1,35.0,120.0,75.1,70.1,97.1,191.563
2016-02-19 15:00:00,642.5,532.8,114.2,189.3,344.9,184.2,148.0,63.0,20.2,323.7,80.5,550.0,31.8,117.7,80.1,59.7,99.2,187.425
2016-02-19 16:00:00,632.0,519.4,114.8,178.2,336.6,175.5,154.8,64.1,25.9,312.9,78.5,522.2,30.4,135.4,81.8,55.2,119.7,202.825
2016-02-19 17:00:00,607.5,486.6,117.4,167.9,327.2,168.9,151.6,62.5,26.3,294.4,74.0,492.6,34.5,145.5,81.1,60.9,125.2,209.037
2016-02-19 18:00:00,578.5,440.2,109.4,160.1,306.5,158.3,138.6,57.3,22.4,274.1,57.5,461.3,42.2,170.6,84.6,68.6,138.4,205.75
2016-02-19 19:00:00,525.0,393.8,108.6,152.1,287.4,146.4,131.0,44.5,15.6,244.6,40.6,433.1,50.6,166.5,86.6,79.0,136.7,220.35
2016-02-19 20:00:00,557.5,342.8,107.2,146.2,272.7,143.1,123.3,41.7,14.8,228.1,32.6,418.1,44.9,148.4,84.7,72.3,96.8,218.163
2016-02-19 21:00:00,539.0,314.8,112.6,144.8,260.9,143.2,120.7,36.8,14.6,222.3,30.9,402.7,42.6,134.1,89.8,68.1,87.5,226.187
2016-02-19 22:00:00,515.0,296.4,118.0,146.2,250.0,140.2,111.4,34.0,14.3,219.2,29.8,386.8,36.4,123.7,98.6,62.6,90.0,211.375
2016-02-19 23:00:00,503.5,283.6,112.4,142.6,249.4,136.0,108.4,35.0,14.4,217.2,28.1,376.7,35.1,116.3,88.4,60.3,90.3,199.4
2016-02-20 00:00:00,470.0,281.0,123.2,141.2,236.6,132.1,106.3,32.5,13.8,206.3,27.4,361.7,33.2,105.6,79.4,51.1,87.3,178.46200000000005
2016-02-20 01:00:00,476.5,292.6,116.0,141.8,231.4,128.8,104.2,35.8,14.5,212.6,27.6,362.0,26.8,100.9,73.6,45.7,83.2,191.088
2016-02-20 02:00:00,478.5,289.0,117.0,141.1,235.0,127.0,103.3,31.9,14.2,213.6,27.7,360.7,21.8,89.9,67.6,43.6,76.2,179.975
2016-02-20 03:00:00,477.5,290.4,116.4,141.2,235.0,124.3,101.2,32.4,14.3,214.2,28.2,366.4,18.5,83.8,61.6,42.0,72.3,174.812
2016-02-20 04:00:00,486.0,291.4,116.6,141.4,238.8,129.4,100.9,32.0,14.4,215.1,27.5,361.4,17.1,79.0,56.5,39.9,69.2,168.338
2016-02-20 05:00:00,492.0,289.2,115.2,142.8,241.8,131.7,95.5,29.4,14.5,219.8,27.0,361.3,16.4,73.7,50.8,36.5,64.0,168.787
2016-02-20 06:00:00,493.5,294.0,115.0,141.5,238.8,133.9,92.4,29.9,14.1,217.4,27.4,364.0,16.2,70.2,49.1,34.8,66.3,164.3
2016-02-20 07:00:00,491.0,300.2,109.0,142.2,236.0,142.4,96.8,30.4,14.2,217.1,30.4,380.5,17.5,71.4,48.6,34.3,73.1,159.175
2016-02-20 08:00:00,494.0,313.6,102.0,142.2,237.7,149.7,100.8,33.4,13.9,216.9,35.5,383.2,21.7,74.5,51.9,35.8,71.0,176.35
2016-02-20 09:00:00,500.0,316.2,103.2,142.1,241.0,148.0,101.5,43.5,17.1,220.8,34.7,389.3,28.1,81.2,59.3,41.9,69.5,190.35
2016-02-20 10:00:00,503.5,330.4,103.6,142.0,247.9,151.3,99.7,42.0,18.8,233.3,36.1,395.2,33.7,91.7,65.5,46.2,77.5,191.388
2016-02-20 11:00:00,505.5,327.0,107.0,142.0,249.9,152.5,99.5,44.9,19.1,232.1,36.2,404.2,36.9,105.7,70.7,52.0,83.0,197.387
2016-02-20 12:00:00,512.0,324.6,105.6,140.8,249.1,152.5,98.5,48.3,22.6,233.5,36.7,405.8,44.2,114.6,77.2,59.8,83.5,189.313
2016-02-20 13:00:00,490.0,323.0,110.6,141.4,243.8,151.3,100.5,52.6,13.8,225.9,37.2,403.2,45.5,119.6,82.9,60.3,88.1,214.775
2016-02-20 14:00:00,519.0,326.0,120.4,142.9,239.5,147.0,98.7,55.1,13.2,221.9,37.6,407.6,40.7,114.8,84.4,57.1,89.6,207.6
2016-02-20 15:00:00,521.5,331.2,121.4,141.2,240.5,145.6,99.2,54.7,13.3,217.4,38.0,410.3,40.6,117.2,80.9,57.8,92.4,192.7
2016-02-20 16:00:00,525.5,329.6,124.6,142.3,240.2,147.5,101.0,55.0,13.3,215.6,38.7,415.5,37.5,112.7,82.3,54.2,92.3,190.9
2016-02-20 17:00:00,529.5,322.4,124.0,143.4,242.1,135.3,102.2,48.0,13.7,213.2,37.6,415.8,39.2,125.5,87.3,57.0,92.0,193.4
2016-02-20 18:00:00,523.0,312.4,128.0,144.2,243.4,138.7,102.5,45.8,13.1,212.2,36.9,409.4,49.0,148.7,85.2,68.3,93.6,204.187
2016-02-20 19:00:00,519.0,314.8,128.0,143.8,243.7,129.1,103.5,37.4,13.3,210.4,33.3,403.3,51.1,152.8,87.1,77.1,98.2,201.675
2016-02-20 20:00:00,510.5,306.6,127.2,144.4,239.1,131.0,102.4,35.2,13.4,214.9,29.8,402.2,48.6,147.3,91.1,76.6,94.4,189.063
2016-02-20 21:00:00,498.5,288.4,128.8,143.5,236.4,128.3,102.9,34.5,13.3,211.5,28.4,392.0,42.8,134.3,91.6,69.4,97.3,193.425
2016-02-20 22:00:00,453.5,269.8,129.0,144.1,233.6,129.8,104.0,32.2,13.2,209.0,27.6,380.0,41.7,124.0,87.9,61.3,98.3,181.575
2016-02-20 23:00:00,485.5,264.0,127.2,142.5,234.3,126.9,103.2,31.7,12.8,210.5,27.8,373.6,38.9,119.3,83.6,58.1,92.5,167.08700000000005
2016-02-21 00:00:00,472.0,266.8,122.0,144.0,231.1,124.7,103.4,34.4,13.4,210.1,27.6,352.5,34.0,115.7,78.2,60.0,94.2,174.87599999999995
2016-02-21 01:00:00,461.0,264.6,124.0,141.5,231.1,130.5,102.6,31.1,13.4,210.2,28.2,361.0,29.6,103.1,69.1,52.6,79.9,192.675
2016-02-21 02:00:00,466.5,263.4,123.2,141.2,229.6,123.2,99.7,29.5,13.1,211.0,27.7,360.8,23.1,90.8,66.6,46.7,73.5,180.737
2016-02-21 03:00:00,463.0,266.6,122.2,140.8,225.9,127.5,100.8,29.3,13.2,209.5,27.9,359.1,20.5,81.2,66.3,40.5,68.7,162.963
2016-02-21 04:00:00,468.0,262.8,119.4,141.0,227.2,124.7,99.0,29.1,13.2,207.9,28.2,356.6,18.4,76.0,60.3,39.2,65.3,165.35
2016-02-21 05:00:00,474.0,266.8,120.6,140.6,227.2,124.8,99.8,28.9,13.1,208.6,28.2,356.8,17.1,72.0,51.3,36.1,59.8,158.362
2016-02-21 06:00:00,483.5,270.8,119.6,141.8,230.6,130.0,97.0,28.6,13.0,208.7,28.0,361.8,16.8,68.7,43.8,32.9,54.6,153.6
2016-02-21 07:00:00,483.5,278.2,119.0,140.5,227.6,134.4,93.2,29.7,12.9,203.3,31.0,376.3,19.0,68.7,42.1,32.5,64.2,146.675
2016-02-21 08:00:00,493.5,289.4,120.4,141.3,241.5,135.2,92.7,29.2,13.0,205.9,33.4,382.2,21.0,74.7,47.8,35.0,68.2,171.575
2016-02-21 09:00:00,491.5,282.2,122.4,141.5,238.7,136.7,101.1,30.1,12.9,212.0,32.8,395.1,28.5,85.6,55.4,39.7,72.8,159.363
2016-02-21 10:00:00,501.0,284.2,124.4,141.7,236.1,140.8,101.2,32.1,13.1,210.3,32.8,395.0,35.7,99.2,63.1,49.1,76.0,159.525
2016-02-21 11:00:00,519.5,294.6,127.8,142.7,238.0,139.7,103.0,32.9,13.0,211.6,33.3,397.9,33.8,112.8,66.6,54.8,85.7,171.475
2016-02-21 12:00:00,526.5,298.4,126.4,142.8,244.4,139.0,103.5,33.2,13.1,213.6,33.9,406.2,39.9,119.9,70.8,56.5,87.9,178.825
2016-02-21 13:00:00,509.0,300.4,132.6,141.1,244.5,143.7,102.5,33.6,13.1,218.3,34.2,413.1,52.0,126.6,72.4,64.9,89.4,180.537
2016-02-21 14:00:00,511.0,305.0,132.4,142.5,248.6,145.3,102.9,33.5,13.1,217.6,34.5,413.3,45.9,123.6,66.5,63.4,94.3,176.638
2016-02-21 15:00:00,517.0,306.8,133.6,144.3,242.3,150.6,102.3,34.6,13.5,216.6,34.8,423.5,35.5,121.6,68.4,64.7,93.1,155.412
2016-02-21 16:00:00,522.5,312.0,135.2,148.7,241.8,145.9,103.1,34.7,13.5,218.2,35.4,424.3,40.0,124.0,67.7,68.6,92.2,153.463
2016-02-21 17:00:00,522.5,311.6,135.0,152.2,243.2,144.1,102.7,33.8,13.3,222.4,34.9,413.9,42.7,140.6,75.3,66.1,96.5,171.4
2016-02-21 18:00:00,519.0,303.0,133.6,152.9,243.0,140.4,103.2,34.4,13.2,221.6,34.6,409.6,50.1,156.5,79.1,86.8,102.0,188.462
2016-02-21 19:00:00,549.0,297.8,126.8,149.5,241.3,135.3,103.9,33.9,13.3,221.5,32.9,401.9,58.9,164.5,94.8,95.0,106.8,174.28799999999995
2016-02-21 20:00:00,538.0,289.6,125.4,150.6,242.4,130.4,103.5,33.0,13.2,214.5,30.4,396.5,54.1,146.1,89.8,94.9,108.5,188.812
2016-02-21 21:00:00,526.0,275.8,124.2,150.0,234.3,128.4,103.9,30.7,13.2,210.4,29.3,377.2,44.9,136.9,89.3,88.5,108.1,190.1
2016-02-21 22:00:00,502.0,265.8,124.0,149.9,230.4,130.0,104.4,31.5,13.2,216.0,27.6,363.5,39.8,134.8,88.6,76.8,104.7,189.95
2016-02-21 23:00:00,484.5,267.0,120.4,148.2,230.8,127.0,103.1,32.1,13.2,215.1,27.4,358.3,39.9,127.3,88.8,73.8,103.7,182.375
2016-02-22 00:00:00,477.0,251.2,113.6,145.8,245.8,137.2,106.5,33.2,14.6,220.2,26.8,352.9,34.5,115.0,86.0,62.2,101.0,205.425
2016-02-22 01:00:00,462.5,233.2,118.2,147.6,227.5,126.4,103.1,28.8,13.0,209.0,28.3,353.6,26.9,98.6,70.8,53.6,88.2,179.912
2016-02-22 02:00:00,468.0,234.4,118.4,148.1,234.7,123.0,104.0,28.5,13.2,209.0,28.2,350.9,21.9,85.2,57.8,42.0,78.6,169.388
2016-02-22 03:00:00,464.0,235.2,117.2,148.6,233.3,127.6,102.5,28.6,13.2,207.0,28.1,351.7,18.5,74.8,52.7,35.7,68.3,152.575
2016-02-22 04:00:00,469.0,235.4,120.2,148.1,238.4,122.0,100.4,29.2,13.4,208.9,28.2,351.3,17.8,70.3,52.0,32.0,66.3,136.83700000000002
2016-02-22 05:00:00,469.5,241.0,119.4,148.1,233.7,129.4,100.5,33.9,13.2,213.9,31.3,361.8,17.8,67.2,46.7,30.9,59.2,148.16299999999995
2016-02-22 06:00:00,476.0,290.4,121.6,150.5,242.3,129.4,102.8,41.7,12.7,226.3,41.4,381.8,17.6,74.9,44.9,30.6,68.2,148.45
2016-02-22 07:00:00,497.5,342.2,117.8,150.8,258.6,134.8,106.4,45.7,12.8,248.1,45.0,418.5,22.2,106.8,49.5,33.5,106.1,149.062
2016-02-22 08:00:00,524.0,399.0,115.2,174.5,279.9,149.1,111.9,47.3,14.2,259.8,50.2,432.2,36.9,127.5,66.8,46.9,119.8,164.53799999999995
2016-02-22 09:00:00,589.0,475.8,119.8,192.8,308.8,157.4,119.1,65.3,17.4,289.8,68.2,462.9,31.8,126.7,80.8,63.0,140.7,180.162
2016-02-22 10:00:00,638.5,566.2,123.8,202.2,323.9,175.8,143.5,71.4,25.8,316.6,77.4,521.6,29.1,112.1,75.3,64.2,130.1,189.1
2016-02-22 11:00:00,653.5,626.2,128.6,207.8,333.7,178.5,145.7,81.9,26.6,329.9,78.3,546.2,28.2,105.9,71.4,63.2,101.3,182.55
2016-02-22 12:00:00,659.5,595.4,118.4,209.6,346.6,183.3,140.2,87.1,27.7,326.1,79.8,544.8,38.8,108.3,73.2,62.9,109.3,180.588
2016-02-22 13:00:00,654.5,605.0,118.6,202.2,345.6,187.2,150.6,79.3,27.1,326.5,81.9,548.3,33.9,112.3,82.4,72.4,110.0,175.6
2016-02-22 14:00:00,662.5,589.0,124.4,200.3,346.0,190.8,150.1,83.1,29.9,324.4,83.1,555.3,30.3,118.2,84.1,64.5,109.7,174.037
2016-02-22 15:00:00,660.5,583.6,128.0,199.8,338.4,185.5,142.3,84.8,30.7,329.9,81.5,541.2,26.8,114.7,80.8,64.7,104.5,168.525
2016-02-22 16:00:00,640.0,563.2,128.6,191.2,333.1,183.4,152.7,82.3,30.3,317.0,76.2,524.7,29.8,134.9,82.4,62.9,133.9,176.125
2016-02-22 17:00:00,619.5,544.6,121.8,173.7,323.9,175.6,141.5,79.3,29.1,302.0,68.6,505.2,32.2,156.2,94.9,75.6,146.8,184.2
2016-02-22 18:00:00,577.5,475.8,125.2,167.1,315.0,165.2,130.2,71.8,21.3,285.4,51.4,475.5,47.1,175.0,100.5,86.7,88.4,218.2
2016-02-22 19:00:00,564.5,398.4,117.6,154.5,296.6,154.4,127.0,58.2,21.6,269.6,36.7,442.8,58.0,92.2,51.1,48.1,155.6,230.525
2016-02-22 20:00:00,565.0,354.2,114.4,149.5,280.5,152.6,114.0,53.2,17.3,245.5,31.0,408.7,49.0,158.4,51.1,102.5,113.4,206.9
2016-02-22 21:00:00,551.0,304.8,113.6,146.3,264.4,151.6,110.9,39.2,16.6,237.1,29.9,387.1,49.5,147.7,51.1,91.6,107.5,221.038
2016-02-22 22:00:00,517.0,295.4,113.2,145.6,262.7,146.5,109.2,35.7,17.3,230.8,29.0,383.5,40.6,134.1,51.1,84.9,102.5,221.925
2016-02-22 23:00:00,488.0,284.6,111.2,143.8,254.4,148.3,108.7,37.0,15.8,225.4,27.1,371.2,37.1,133.6,51.1,72.1,105.5,212.137
2016-02-23 00:00:00,495.5,268.4,99.6,144.2,275.2,145.3,121.9,37.4,17.0,227.4,27.2,365.0,36.4,114.3,87.0,64.1,96.8,208.425
2016-02-23 01:00:00,500.0,265.8,104.8,143.5,276.9,146.6,120.9,36.3,15.6,224.3,26.3,349.8,27.2,98.4,79.4,54.2,90.2,206.438
2016-02-23 02:00:00,497.0,259.4,103.8,143.7,274.6,149.8,116.9,32.9,15.8,223.4,26.2,343.1,21.2,84.0,61.2,45.1,83.2,194.887
2016-02-23 03:00:00,489.5,260.2,104.8,144.8,276.4,144.2,117.3,33.0,15.4,226.2,26.0,348.8,18.1,77.2,53.1,40.9,72.5,173.725
2016-02-23 04:00:00,487.0,263.2,101.8,142.6,275.4,146.0,117.4,33.4,16.5,222.9,25.9,347.0,18.0,74.0,49.1,36.6,69.5,157.85
2016-02-23 05:00:00,495.5,264.0,104.6,143.4,266.7,146.9,117.9,34.2,15.8,230.9,29.8,361.3,17.3,69.7,47.5,33.2,67.6,157.675
2016-02-23 06:00:00,469.5,307.2,108.8,144.6,269.4,152.4,117.7,41.2,15.5,240.5,40.2,381.4,18.4,85.1,48.9,31.9,69.9,155.563
2016-02-23 07:00:00,504.5,351.8,104.4,148.9,283.3,156.2,121.3,47.5,15.6,252.6,42.6,416.9,21.7,108.1,53.5,32.8,104.9,156.96200000000005
2016-02-23 08:00:00,544.5,416.0,102.4,174.5,301.7,167.0,127.0,50.0,18.1,263.0,49.9,438.0,32.9,134.8,67.9,47.2,114.6,177.25
2016-02-23 09:00:00,602.5,521.4,110.4,193.0,313.7,179.0,135.2,61.4,21.3,290.6,67.8,471.9,30.7,126.8,79.5,58.6,132.5,198.988
2016-02-23 10:00:00,644.0,585.8,113.6,202.9,348.0,178.7,151.9,70.2,26.5,309.2,75.1,521.8,30.0,116.7,82.4,61.1,130.6,198.6
2016-02-23 11:00:00,668.0,621.6,117.0,218.6,354.1,190.7,171.1,77.9,29.6,324.1,77.1,542.2,30.8,111.9,79.1,65.6,98.7,187.887
2016-02-23 12:00:00,665.5,630.8,119.0,208.8,349.6,198.8,166.3,81.3,29.2,329.3,77.2,555.5,34.8,115.9,78.5,71.6,96.3,170.675
2016-02-23 13:00:00,666.0,594.4,120.8,206.7,371.8,195.0,156.9,86.2,30.4,321.3,78.9,552.2,30.6,120.4,63.6,80.1,106.8,176.375
2016-02-23 14:00:00,655.5,554.4,135.2,196.9,364.1,193.8,163.9,81.9,28.1,329.0,77.1,548.8,27.4,113.6,64.3,69.3,105.2,171.738
2016-02-23 15:00:00,669.5,546.8,122.4,194.7,378.2,193.2,166.4,81.6,28.0,320.6,75.1,544.7,29.1,106.9,63.6,64.7,100.8,172.375
2016-02-23 16:00:00,665.0,529.6,122.2,191.1,357.0,183.6,174.1,80.8,28.7,319.5,72.2,532.4,24.1,119.3,63.8,64.9,120.2,176.437
2016-02-23 17:00:00,625.5,514.0,120.8,177.7,337.3,177.3,167.0,78.9,25.8,310.9,68.9,506.8,26.9,147.8,67.9,76.9,137.1,187.6
2016-02-23 18:00:00,586.5,466.8,114.6,169.5,319.6,165.1,152.0,72.5,23.5,283.4,52.7,468.5,38.7,168.9,85.6,100.6,88.4,205.488
